t_s,q_NB_w,q_NB_x,q_NB_y,q_NB_z,omega_BN_B_x_radps,omega_BN_B_y_radps,omega_BN_B_z_radps,H_B_x_Nms,H_B_y_Nms,H_B_z_Nms,H_I_x_Nms,H_I_y_Nms,H_I_z_Nms,H_I_mag_Nms,KE_rot_J
25.87,-0.763989,-0.117373,-0.441956,-0.455213,-0.00730124,-0.099644,0.200067,-0.0730124,-1.49466,4.00133,4,3.14193e-14,1.5,4.272,0.475
25.88,-0.763758,-0.118015,-0.441442,-0.455934,-0.00720156,-0.0996537,0.200065,-0.0720156,-1.4948,4.0013,4,3.10862e-14,1.5,4.272,0.475
25.89,-0.763525,-0.118656,-0.440926,-0.456655,-0.00710187,-0.0996632,0.200063,-0.0710187,-1.49495,4.00126,4,3.01981e-14,1.5,4.272,0.475
25.9,-0.763292,-0.119298,-0.440411,-0.457375,-0.00700217,-0.0996726,0.200061,-0.0700217,-1.49509,4.00123,4,3.04201e-14,1.5,4.272,0.475
25.91,-0.763058,-0.11994,-0.439895,-0.458094,-0.00690246,-0.0996819,0.20006,-0.0690246,-1.49523,4.00119,4,3.05311e-14,1.5,4.272,0.475
25.92,-0.762822,-0.120582,-0.439379,-0.458812,-0.00680274,-0.099691,0.200058,-0.0680274,-1.49537,4.00116,4,2.9865e-14,1.5,4.272,0.475
25.93,-0.762586,-0.121224,-0.438862,-0.45953,-0.00670302,-0.0997,0.200056,-0.0670302,-1.4955,4.00112,4,3.01981e-14,1.5,4.272,0.475
25.94,-0.762349,-0.121867,-0.438345,-0.460246,-0.00660329,-0.0997089,0.200054,-0.0660329,-1.49563,4.00109,4,2.9754e-14,1.5,4.272,0.475
25.95,-0.76211,-0.12251,-0.437828,-0.460962,-0.00650355,-0.0997176,0.200053,-0.0650355,-1.49576,4.00106,4,2.9643e-14,1.5,4.272,0.475
25.96,-0.761871,-0.123153,-0.43731,-0.461677,-0.0064038,-0.0997262,0.200051,-0.064038,-1.49589,4.00103,4,2.9643e-14,1.5,4.272,0.475
25.97,-0.761631,-0.123796,-0.436792,-0.462391,-0.00630404,-0.0997347,0.20005,-0.0630404,-1.49602,4.00099,4,2.88658e-14,1.5,4.272,0.475
25.98,-0.76139,-0.12444,-0.436274,-0.463105,-0.00620428,-0.099743,0.200048,-0.0620428,-1.49615,4.00096,4,2.88658e-14,1.5,4.272,0.475
25.99,-0.761147,-0.125083,-0.435755,-0.463818,-0.00610451,-0.0997513,0.200047,-0.0610451,-1.49627,4.00093,4,2.86438e-14,1.5,4.272,0.475
26,-0.760904,-0.125728,-0.435236,-0.464529,-0.00600473,-0.0997593,0.200045,-0.0600473,-1.49639,4.0009,4,2.91989e-14,1.5,4.272,0.475
26.01,-0.76066,-0.126372,-0.434716,-0.46524,-0.00590495,-0.0997673,0.200044,-0.0590495,-1.49651,4.00087,4,2.88658e-14,1.5,4.272,0.475
26.02,-0.760414,-0.127016,-0.434197,-0.465951,-0.00580515,-0.0997751,0.200042,-0.0580515,-1.49663,4.00084,4,2.84217e-14,1.5,4.272,0.475
26.03,-0.760168,-0.127661,-0.433677,-0.46666,-0.00570535,-0.0997828,0.200041,-0.0570535,-1.49674,4.00081,4,2.83107e-14,1.5,4.272,0.475
26.04,-0.759921,-0.128306,-0.433156,-0.467369,-0.00560555,-0.0997903,0.200039,-0.0560555,-1.49685,4.00079,4,2.83107e-14,1.5,4.272,0.475
26.05,-0.759673,-0.128951,-0.432635,-0.468076,-0.00550574,-0.0997977,0.200038,-0.0550574,-1.49697,4.00076,4,2.78666e-14,1.5,4.272,0.475
26.06,-0.759424,-0.129597,-0.432114,-0.468783,-0.00540592,-0.099805,0.200037,-0.0540592,-1.49707,4.00073,4,2.77556e-14,1.5,4.272,0.475
26.07,-0.759173,-0.130243,-0.431593,-0.46949,-0.00530609,-0.0998121,0.200035,-0.0530609,-1.49718,4.0007,4,2.78666e-14,1.5,4.272,0.475
26.08,-0.758922,-0.130889,-0.431071,-0.470195,-0.00520626,-0.0998191,0.200034,-0.0520626,-1.49729,4.00068,4,2.75335e-14,1.5,4.272,0.475
26.09,-0.75867,-0.131535,-0.430549,-0.470899,-0.00510642,-0.099826,0.200033,-0.0510642,-1.49739,4.00065,4,2.72005e-14,1.5,4.272,0.475
26.1,-0.758417,-0.132181,-0.430027,-0.471603,-0.00500657,-0.0998328,0.200031,-0.0500657,-1.49749,4.00063,4,2.69784e-14,1.5,4.272,0.475
26.11,-0.758162,-0.132828,-0.429504,-0.472306,-0.00490672,-0.0998394,0.20003,-0.0490672,-1.49759,4.0006,4,2.67564e-14,1.5,4.272,0.475
26.12,-0.757907,-0.133475,-0.428981,-0.473008,-0.00480686,-0.0998458,0.200029,-0.0480686,-1.49769,4.00058,4,2.62013e-14,1.5,4.272,0.475
26.13,-0.757651,-0.134122,-0.428457,-0.473709,-0.004707,-0.0998522,0.200028,-0.04707,-1.49778,4.00055,4,2.64233e-14,1.5,4.272,0.475
26.14,-0.757394,-0.134769,-0.427934,-0.47441,-0.00460713,-0.0998584,0.200027,-0.0460713,-1.49788,4.00053,4,2.64233e-14,1.5,4.272,0.475
26.15,-0.757136,-0.135417,-0.42741,-0.47511,-0.00450726,-0.0998645,0.200025,-0.0450726,-1.49797,4.00051,4,2.62013e-14,1.5,4.272,0.475
26.16,-0.756876,-0.136064,-0.426885,-0.475808,-0.00440738,-0.0998704,0.200024,-0.0440738,-1.49806,4.00049,4,2.56462e-14,1.5,4.272,0.475
26.17,-0.756616,-0.136712,-0.426361,-0.476506,-0.00430749,-0.0998762,0.200023,-0.0430749,-1.49814,4.00046,4,2.4758e-14,1.5,4.272,0.475
26.18,-0.756355,-0.13736,-0.425836,-0.477204,-0.0042076,-0.0998819,0.200022,-0.042076,-1.49823,4.00044,4,2.52021e-14,1.5,4.272,0.475
26.19,-0.756093,-0.138009,-0.42531,-0.4779,-0.00410771,-0.0998874,0.200021,-0.0410771,-1.49831,4.00042,4,2.4758e-14,1.5,4.272,0.475
26.2,-0.75583,-0.138657,-0.424785,-0.478596,-0.0040078,-0.0998929,0.20002,-0.040078,-1.49839,4.0004,4,2.45359e-14,1.5,4.272,0.475
26.21,-0.755565,-0.139306,-0.424259,-0.47929,-0.0039079,-0.0998981,0.200019,-0.039079,-1.49847,4.00038,4,2.40918e-14,1.5,4.272,0.475
26.22,-0.7553,-0.139955,-0.423733,-0.479984,-0.00380799,-0.0999033,0.200018,-0.0380799,-1.49855,4.00036,4,2.43139e-14,1.5,4.272,0.475
26.23,-0.755034,-0.140605,-0.423206,-0.480677,-0.00370807,-0.0999083,0.200017,-0.0370807,-1.49862,4.00034,4,2.42029e-14,1.5,4.272,0.475
26.24,-0.754767,-0.141254,-0.422679,-0.48137,-0.00360816,-0.0999132,0.200016,-0.0360816,-1.4987,4.00033,4,2.30926e-14,1.5,4.272,0.475
26.25,-0.754499,-0.141904,-0.422152,-0.482061,-0.00350823,-0.0999179,0.200015,-0.0350823,-1.49877,4.00031,4,2.29816e-14,1.5,4.272,0.475
26.26,-0.754229,-0.142554,-0.421624,-0.482752,-0.0034083,-0.0999225,0.200015,-0.034083,-1.49884,4.00029,4,2.27596e-14,1.5,4.272,0.475
26.27,-0.753959,-0.143204,-0.421097,-0.483442,-0.00330837,-0.099927,0.200014,-0.0330837,-1.49891,4.00027,4,2.22045e-14,1.5,4.272,0.475
26.28,-0.753688,-0.143854,-0.420569,-0.484131,-0.00320844,-0.0999313,0.200013,-0.0320844,-1.49897,4.00026,4,2.22045e-14,1.5,4.272,0.475
26.29,-0.753416,-0.144505,-0.42004,-0.484819,-0.0031085,-0.0999356,0.200012,-0.031085,-1.49903,4.00024,4,2.20934e-14,1.5,4.272,0.475
26.3,-0.753142,-0.145155,-0.419512,-0.485506,-0.00300855,-0.0999396,0.200011,-0.0300855,-1.49909,4.00023,4,2.20934e-14,1.5,4.272,0.475
26.31,-0.752868,-0.145806,-0.418983,-0.486193,-0.00290861,-0.0999436,0.200011,-0.0290861,-1.49915,4.00021,4,2.15383e-14,1.5,4.272,0.475
26.32,-0.752593,-0.146457,-0.418453,-0.486879,-0.00280866,-0.0999474,0.20001,-0.0280866,-1.49921,4.0002,4,2.14273e-14,1.5,4.272,0.475
26.33,-0.752317,-0.147109,-0.417924,-0.487563,-0.0027087,-0.0999511,0.200009,-0.027087,-1.49927,4.00018,4,2.12053e-14,1.5,4.272,0.475
26.34,-0.75204,-0.14776,-0.417394,-0.488248,-0.00260874,-0.0999546,0.200009,-0.0260874,-1.49932,4.00017,4,2.10942e-14,1.5,4.272,0.475
26.35,-0.751761,-0.148412,-0.416864,-0.488931,-0.00250878,-0.099958,0.200008,-0.0250878,-1.49937,4.00016,4,2.14273e-14,1.5,4.272,0.475
26.36,-0.751482,-0.149064,-0.416333,-0.489613,-0.00240882,-0.0999613,0.200007,-0.0240882,-1.49942,4.00015,4,2.08722e-14,1.5,4.272,0.475
26.37,-0.751202,-0.149716,-0.415803,-0.490295,-0.00230885,-0.0999645,0.200007,-0.0230885,-1.49947,4.00013,4,2.05391e-14,1.5,4.272,0.475
26.38,-0.750921,-0.150368,-0.415272,-0.490976,-0.00220889,-0.0999675,0.200006,-0.0220889,-1.49951,4.00012,4,2.03171e-14,1.5,4.272,0.475
26.39,-0.750638,-0.151021,-0.414741,-0.491656,-0.00210891,-0.0999703,0.200006,-0.0210891,-1.49956,4.00011,4,2.0095e-14,1.5,4.272,0.475
26.4,-0.750355,-0.151673,-0.414209,-0.492335,-0.00200894,-0.0999731,0.200005,-0.0200894,-1.4996,4.0001,4,2.0095e-14,1.5,4.272,0.475
26.41,-0.750071,-0.152326,-0.413677,-0.493013,-0.00190896,-0.0999757,0.200005,-0.0190896,-1.49964,4.00009,4,1.9984e-14,1.5,4.272,0.475
26.42,-0.749785,-0.152979,-0.413145,-0.49369,-0.00180898,-0.0999782,0.200004,-0.0180898,-1.49967,4.00008,4,1.95399e-14,1.5,4.272,0.475
26.43,-0.749499,-0.153632,-0.412613,-0.494367,-0.001709,-0.0999805,0.200004,-0.01709,-1.49971,4.00007,4,1.94289e-14,1.5,4.272,0.475
26.44,-0.749212,-0.154286,-0.41208,-0.495043,-0.00160902,-0.0999827,0.200003,-0.0160902,-1.49974,4.00006,4,1.95399e-14,1.5,4.272,0.475
26.45,-0.748924,-0.15494,-0.411547,-0.495718,-0.00150903,-0.0999848,0.200003,-0.0150903,-1.49977,4.00006,4,1.93179e-14,1.5,4.272,0.475
26.46,-0.748634,-0.155593,-0.411014,-0.496392,-0.00140905,-0.0999868,0.200002,-0.0140905,-1.4998,4.00005,4,1.88738e-14,1.5,4.272,0.475
26.47,-0.748344,-0.156247,-0.41048,-0.497065,-0.00130906,-0.0999886,0.200002,-0.0130906,-1.49983,4.00004,4,1.86517e-14,1.5,4.272,0.475
26.48,-0.748053,-0.156902,-0.409946,-0.497738,-0.00120907,-0.0999903,0.200002,-0.0120907,-1.49985,4.00004,4,1.85407e-14,1.5,4.272,0.475
26.49,-0.74776,-0.157556,-0.409412,-0.49841,-0.00110908,-0.0999918,0.200002,-0.0110908,-1.49988,4.00003,4,1.83187e-14,1.5,4.272,0.475
26.5,-0.747467,-0.15821,-0.408878,-0.499081,-0.00100908,-0.0999932,0.200001,-0.0100908,-1.4999,4.00003,4,1.80966e-14,1.5,4.272,0.475
26.51,-0.747173,-0.158865,-0.408344,-0.499751,-0.000909087,-0.0999945,0.200001,-0.00909087,-1.49992,4.00002,4,1.78746e-14,1.5,4.272,0.475
26.52,-0.746877,-0.15952,-0.407809,-0.50042,-0.000809092,-0.0999956,0.200001,-0.00809092,-1.49993,4.00002,4,1.74305e-14,1.5,4.272,0.475
26.53,-0.746581,-0.160175,-0.407274,-0.501088,-0.000709095,-0.0999966,0.200001,-0.00709095,-1.49995,4.00001,4,1.73195e-14,1.5,4.272,0.475
26.54,-0.746283,-0.16083,-0.406738,-0.501756,-0.000609098,-0.0999975,0.2,-0.00609098,-1.49996,4.00001,4,1.69864e-14,1.5,4.272,0.475
26.55,-0.745985,-0.161486,-0.406203,-0.502422,-0.0005091,-0.0999983,0.2,-0.005091,-1.49997,4.00001,4,1.67644e-14,1.5,4.272,0.475
26.56,-0.745686,-0.162141,-0.405667,-0.503088,-0.000409101,-0.0999989,0.2,-0.00409101,-1.49998,4,4,1.65423e-14,1.5,4.272,0.475
26.57,-0.745385,-0.162797,-0.405131,-0.503753,-0.000309102,-0.0999994,0.2,-0.00309102,-1.49999,4,4,1.60982e-14,1.5,4.272,0.475
26.58,-0.745084,-0.163453,-0.404594,-0.504417,-0.000209102,-0.0999997,0.2,-0.00209102,-1.5,4,4,1.59872e-14,1.5,4.272,0.475
26.59,-0.744781,-0.164109,-0.404058,-0.505081,-0.000109103,-0.0999999,0.2,-0.00109103,-1.5,4,4,1.58762e-14,1.5,4.272,0.475
26.6,-0.744478,-0.164766,-0.403521,-0.505743,-9.10259e-06,-0.1,0.2,-9.10259e-05,-1.5,4,4,1.5099e-14,1.5,4.272,0.475
26.61,-0.744173,-0.165422,-0.402984,-0.506405,9.08974e-05,-0.0999999,0.2,0.000908974,-1.5,4,4,1.4988e-14,1.5,4.272,0.475
26.62,-0.743868,-0.166079,-0.402446,-0.507066,0.000190897,-0.0999998,0.2,0.00190897,-1.5,4,4,1.43219e-14,1.5,4.272,0.475
26.63,-0.743561,-0.166735,-0.401908,-0.507726,0.000290897,-0.0999994,0.2,0.00290897,-1.49999,4,4,1.39888e-14,1.5,4.272,0.475
26.64,-0.743254,-0.167392,-0.401371,-0.508385,0.000390896,-0.099999,0.2,0.00390896,-1.49998,4,4,1.36557e-14,1.5,4.272,0.475
26.65,-0.742945,-0.168049,-0.400832,-0.509043,0.000490895,-0.0999984,0.2,0.00490895,-1.49998,4.00001,4,1.35447e-14,1.5,4.272,0.475
26.66,-0.742636,-0.168707,-0.400294,-0.509701,0.000590893,-0.0999977,0.2,0.00590893,-1.49997,4.00001,4,1.36557e-14,1.5,4.272,0.475
26.67,-0.742325,-0.169364,-0.399755,-0.510358,0.000690891,-0.0999968,0.200001,0.00690891,-1.49995,4.00001,4,1.37668e-14,1.5,4.272,0.475
26.68,-0.742013,-0.170022,-0.399217,-0.511013,0.000790887,-0.0999958,0.200001,0.00790887,-1.49994,4.00002,4,1.39888e-14,1.5,4.272,0.475
26.69,-0.741701,-0.170679,-0.398677,-0.511668,0.000890883,-0.0999947,0.200001,0.00890883,-1.49992,4.00002,4,1.39888e-14,1.5,4.272,0.475
26.7,-0.741387,-0.171337,-0.398138,-0.512323,0.000990878,-0.0999935,0.200001,0.00990878,-1.4999,4.00002,4,1.36557e-14,1.5,4.272,0.475
26.71,-0.741073,-0.171995,-0.397599,-0.512976,0.00109087,-0.0999921,0.200001,0.0109087,-1.49988,4.00003,4,1.40998e-14,1.5,4.272,0.475
26.72,-0.740757,-0.172653,-0.397059,-0.513628,0.00119086,-0.0999905,0.200002,0.0119086,-1.49986,4.00004,4,1.39888e-14,1.5,4.272,0.475
26.73,-0.74044,-0.173312,-0.396519,-0.51428,0.00129085,-0.0999889,0.200002,0.0129085,-1.49983,4.00004,4,1.35447e-14,1.5,4.272,0.475
26.74,-0.740123,-0.17397,-0.395978,-0.514931,0.00139084,-0.0999871,0.200002,0.0139084,-1.49981,4.00005,4,1.38778e-14,1.5,4.272,0.475
26.75,-0.739804,-0.174629,-0.395438,-0.515581,0.00149083,-0.0999852,0.200003,0.0149083,-1.49978,4.00006,4,1.37668e-14,1.5,4.272,0.475
26.76,-0.739484,-0.175288,-0.394897,-0.51623,0.00159082,-0.0999831,0.200003,0.0159082,-1.49975,4.00006,4,1.33227e-14,1.5,4.272,0.475
26.77,-0.739164,-0.175947,-0.394356,-0.516878,0.0016908,-0.0999809,0.200004,0.016908,-1.49971,4.00007,4,1.26565e-14,1.5,4.272,0.475
26.78,-0.738842,-0.176606,-0.393815,-0.517526,0.00179078,-0.0999786,0.200004,0.0179078,-1.49968,4.00008,4,1.25455e-14,1.5,4.272,0.475
26.79,-0.738519,-0.177265,-0.393273,-0.518173,0.00189076,-0.0999762,0.200004,0.0189076,-1.49964,4.00009,4,1.23235e-14,1.5,4.272,0.475
26.8,-0.738195,-0.177924,-0.392732,-0.518818,0.00199074,-0.0999736,0.200005,0.0199074,-1.4996,4.0001,4,1.22125e-14,1.5,4.272,0.475
26.81,-0.73787,-0.178584,-0.39219,-0.519463,0.00209071,-0.0999709,0.200005,0.0209071,-1.49956,4.00011,4,1.19904e-14,1.5,4.272,0.475
26.82,-0.737545,-0.179243,-0.391648,-0.520107,0.00219069,-0.099968,0.200006,0.0219069,-1.49952,4.00012,4,1.23235e-14,1.5,4.272,0.475
26.83,-0.737218,-0.179903,-0.391106,-0.520751,0.00229066,-0.099965,0.200007,0.0229066,-1.49948,4.00013,4,1.14353e-14,1.5,4.272,0.475
26.84,-0.73689,-0.180563,-0.390563,-0.521393,0.00239062,-0.0999619,0.200007,0.0239062,-1.49943,4.00014,4,1.15463e-14,1.5,4.272,0.475
26.85,-0.736561,-0.181223,-0.39002,-0.522035,0.00249059,-0.0999586,0.200008,0.0249059,-1.49938,4.00016,4,1.19904e-14,1.5,4.272,0.475
26.86,-0.736231,-0.181883,-0.389477,-0.522675,0.00259055,-0.0999553,0.200008,0.0259055,-1.49933,4.00017,4,1.18794e-14,1.5,4.272,0.475
26.87,-0.7359,-0.182544,-0.388934,-0.523315,0.00269051,-0.0999517,0.200009,0.0269051,-1.49928,4.00018,4,1.14353e-14,1.5,4.272,0.475
26.88,-0.735568,-0.183204,-0.388391,-0.523954,0.00279046,-0.0999481,0.20001,0.0279046,-1.49922,4.00019,4,1.13243e-14,1.5,4.272,0.475
26.89,-0.735235,-0.183865,-0.387847,-0.524592,0.00289041,-0.0999443,0.20001,0.0289041,-1.49916,4.00021,4,1.11022e-14,1.5,4.272,0.475
26.9,-0.734901,-0.184525,-0.387303,-0.52523,0.00299036,-0.0999404,0.200011,0.0299036,-1.49911,4.00022,4,1.07692e-14,1.5,4.272,0.475
26.91,-0.734566,-0.185186,-0.386759,-0.525866,0.0030903,-0.0999363,0.200012,0.030903,-1.49904,4.00024,4,1.06581e-14,1.5,4.272,0.475
26.92,-0.73423,-0.185847,-0.386215,-0.526502,0.00319024,-0.0999321,0.200013,0.0319024,-1.49898,4.00025,4,1.06581e-14,1.5,4.272,0.475
26.93,-0.733893,-0.186508,-0.385671,-0.527137,0.00329018,-0.0999278,0.200014,0.0329018,-1.49892,4.00027,4,1.02141e-14,1.5,4.272,0.475
26.94,-0.733555,-0.187169,-0.385126,-0.527771,0.00339011,-0.0999234,0.200014,0.0339011,-1.49885,4.00029,4,9.76996e-15,1.5,4.272,0.475
26.95,-0.733216,-0.187831,-0.384581,-0.528404,0.00349004,-0.0999188,0.200015,0.0349004,-1.49878,4.0003,4,9.65894e-15,1.5,4.272,0.475
26.96,-0.732876,-0.188492,-0.384036,-0.529036,0.00358996,-0.099914,0.200016,0.0358996,-1.49871,4.00032,4,9.88098e-15,1.5,4.272,0.475
26.97,-0.732535,-0.189154,-0.383491,-0.529668,0.00368988,-0.0999092,0.200017,0.0368988,-1.49864,4.00034,4,9.65894e-15,1.5,4.272,0.475
26.98,-0.732193,-0.189816,-0.382945,-0.530298,0.0037898,-0.0999042,0.200018,0.037898,-1.49856,4.00036,4,8.99281e-15,1.5,4.272,0.475
26.99,-0.73185,-0.190477,-0.3824,-0.530928,0.00388971,-0.0998991,0.200019,0.0388971,-1.49849,4.00038,4,9.21485e-15,1.5,4.272,0.475
27,-0.731506,-0.191139,-0.381854,-0.531557,0.00398962,-0.0998938,0.20002,0.0398962,-1.49841,4.0004,4,8.88178e-15,1.5,4.272,0.475
27.01,-0.73116,-0.191801,-0.381308,-0.532185,0.00408952,-0.0998884,0.200021,0.0408952,-1.49833,4.00042,4,8.43769e-15,1.5,4.272,0.475
27.02,-0.730814,-0.192463,-0.380762,-0.532812,0.00418941,-0.0998829,0.200022,0.0418941,-1.49824,4.00044,4,8.38218e-15,1.5,4.272,0.475
27.03,-0.730467,-0.193126,-0.380215,-0.533439,0.00428931,-0.0998773,0.200023,0.0428931,-1.49816,4.00046,4,8.27116e-15,1.5,4.272,0.475
27.04,-0.730119,-0.193788,-0.379669,-0.534064,0.00438919,-0.0998715,0.200024,0.0438919,-1.49807,4.00048,4,7.49401e-15,1.5,4.272,0.475
27.05,-0.729769,-0.194451,-0.379122,-0.534689,0.00448907,-0.0998656,0.200025,0.0448907,-1.49798,4.0005,4,7.77156e-15,1.5,4.272,0.475
27.06,-0.729419,-0.195113,-0.378575,-0.535313,0.00458895,-0.0998595,0.200026,0.0458895,-1.49789,4.00053,4,7.32747e-15,1.5,4.272,0.475
27.07,-0.729068,-0.195776,-0.378028,-0.535936,0.00468882,-0.0998533,0.200027,0.0468882,-1.4978,4.00055,4,7.21645e-15,1.5,4.272,0.475
27.08,-0.728715,-0.196439,-0.377481,-0.536558,0.00478868,-0.099847,0.200029,0.0478868,-1.49771,4.00057,4,6.99441e-15,1.5,4.272,0.475
27.09,-0.728362,-0.197102,-0.376933,-0.537179,0.00488854,-0.0998406,0.20003,0.0488854,-1.49761,4.0006,4,6.71685e-15,1.5,4.272,0.475
27.1,-0.728007,-0.197765,-0.376385,-0.5378,0.00498839,-0.099834,0.200031,0.0498839,-1.49751,4.00062,4,5.88418e-15,1.5,4.272,0.475
27.11,-0.727652,-0.198428,-0.375838,-0.538419,0.00508824,-0.0998272,0.200032,0.0508824,-1.49741,4.00065,4,5.82867e-15,1.5,4.272,0.475
27.12,-0.727295,-0.199091,-0.375289,-0.539038,0.00518808,-0.0998204,0.200034,0.0518808,-1.49731,4.00067,4,5.21805e-15,1.5,4.272,0.475
27.13,-0.726938,-0.199754,-0.374741,-0.539656,0.00528791,-0.0998134,0.200035,0.0528791,-1.4972,4.0007,4,4.4964e-15,1.5,4.272,0.475
27.14,-0.726579,-0.200418,-0.374193,-0.540273,0.00538774,-0.0998063,0.200036,0.0538774,-1.49709,4.00073,4,4.71845e-15,1.5,4.272,0.475
27.15,-0.72622,-0.201081,-0.373644,-0.540889,0.00548756,-0.099799,0.200038,0.0548756,-1.49699,4.00075,4,4.60743e-15,1.5,4.272,0.475
27.16,-0.725859,-0.201745,-0.373096,-0.541504,0.00558738,-0.0997917,0.200039,0.0558738,-1.49687,4.00078,4,3.9968e-15,1.5,4.272,0.475
27.17,-0.725498,-0.202408,-0.372547,-0.542119,0.00568719,-0.0997841,0.20004,0.0568719,-1.49676,4.00081,4,3.4972e-15,1.5,4.272,0.475
27.18,-0.725135,-0.203072,-0.371998,-0.542733,0.00578699,-0.0997765,0.200042,0.0578699,-1.49665,4.00084,4,4.05231e-15,1.5,4.272,0.475
27.19,-0.724771,-0.203736,-0.371448,-0.543345,0.00588678,-0.0997687,0.200043,0.0588678,-1.49653,4.00087,4,3.44169e-15,1.5,4.272,0.475
27.2,-0.724407,-0.2044,-0.370899,-0.543957,0.00598657,-0.0997608,0.200045,0.0598657,-1.49641,4.0009,4,2.9976e-15,1.5,4.272,0.475
27.21,-0.724041,-0.205064,-0.370349,-0.544568,0.00608635,-0.0997527,0.200046,0.0608635,-1.49629,4.00093,4,3.16414e-15,1.5,4.272,0.475
27.22,-0.723674,-0.205728,-0.3698,-0.545179,0.00618612,-0.0997446,0.200048,0.0618612,-1.49617,4.00096,4,2.44249e-15,1.5,4.272,0.475
27.23,-0.723307,-0.206392,-0.36925,-0.545788,0.00628588,-0.0997362,0.200049,0.0628588,-1.49604,4.00099,4,2.83107e-15,1.5,4.272,0.475
27.24,-0.722938,-0.207057,-0.3687,-0.546397,0.00638564,-0.0997278,0.200051,0.0638564,-1.49592,4.00102,4,2.498e-15,1.5,4.272,0.475
27.25,-0.722568,-0.207721,-0.368149,-0.547004,0.00648539,-0.0997192,0.200053,0.0648539,-1.49579,4.00105,4,2.05391e-15,1.5,4.272,0.475
27.26,-0.722197,-0.208385,-0.367599,-0.547611,0.00658513,-0.0997105,0.200054,0.0658513,-1.49566,4.00108,4,1.66533e-15,1.5,4.272,0.475
27.27,-0.721825,-0.20905,-0.367048,-0.548217,0.00668486,-0.0997016,0.200056,0.0668486,-1.49552,4.00112,4,1.72085e-15,1.5,4.272,0.475
27.28,-0.721452,-0.209715,-0.366498,-0.548822,0.00678459,-0.0996927,0.200058,0.0678459,-1.49539,4.00115,4,1.66533e-15,1.5,4.272,0.475
27.29,-0.721078,-0.210379,-0.365947,-0.549426,0.00688431,-0.0996835,0.200059,0.0688431,-1.49525,4.00118,4,1.33227e-15,1.5,4.272,0.475
27.3,-0.720704,-0.211044,-0.365396,-0.55003,0.00698402,-0.0996743,0.200061,0.0698402,-1.49511,4.00122,4,2.77556e-16,1.5,4.272,0.475
27.31,-0.720328,-0.211709,-0.364845,-0.550632,0.00708372,-0.0996649,0.200063,0.0708372,-1.49497,4.00125,4,5.55112e-17,1.5,4.272,0.475
27.32,-0.719951,-0.212374,-0.364293,-0.551234,0.00718341,-0.0996554,0.200064,0.0718341,-1.49483,4.00129,4,-6.66134e-16,1.5,4.272,0.475
27.33,-0.719573,-0.213039,-0.363742,-0.551835,0.00728309,-0.0996457,0.200066,0.0728309,-1.49469,4.00133,4,-6.10623e-16,1.5,4.272,0.475
27.34,-0.719193,-0.213704,-0.36319,-0.552435,0.00738277,-0.099636,0.200068,0.0738277,-1.49454,4.00136,4,-4.996e-16,1.5,4.272,0.475
27.35,-0.718813,-0.214369,-0.362639,-0.553034,0.00748243,-0.0996261,0.20007,0.0748243,-1.49439,4.0014,4,-9.99201e-16,1.5,4.272,0.475
27.36,-0.718432,-0.215034,-0.362087,-0.553632,0.00758209,-0.099616,0.200072,0.0758209,-1.49424,4.00144,4,-1.22125e-15,1.5,4.272,0.475
27.37,-0.71805,-0.215699,-0.361535,-0.55423,0.00768173,-0.0996058,0.200074,0.0768173,-1.49409,4.00147,4,-1.22125e-15,1.5,4.272,0.475
27.38,-0.717667,-0.216365,-0.360982,-0.554826,0.00778137,-0.0995955,0.200076,0.0778137,-1.49393,4.00151,4,-1.60982e-15,1.5,4.272,0.475
27.39,-0.717283,-0.21703,-0.36043,-0.555422,0.007881,-0.0995851,0.200078,0.07881,-1.49378,4.00155,4,-1.66533e-15,1.5,4.272,0.475
27.4,-0.716897,-0.217695,-0.359878,-0.556017,0.00798062,-0.0995745,0.20008,0.0798062,-1.49362,4.00159,4,-1.77636e-15,1.5,4.272,0.475
27.41,-0.716511,-0.218361,-0.359325,-0.556611,0.00808023,-0.0995638,0.200082,0.0808023,-1.49346,4.00163,4,-2.16493e-15,1.5,4.272,0.475
27.42,-0.716124,-0.219026,-0.358772,-0.557204,0.00817983,-0.0995529,0.200084,0.0817983,-1.49329,4.00167,4,-2.498e-15,1.5,4.272,0.475
27.43,-0.715736,-0.219692,-0.35822,-0.557796,0.00827942,-0.099542,0.200086,0.0827942,-1.49313,4.00171,4,-3.10862e-15,1.5,4.272,0.475
27.44,-0.715346,-0.220358,-0.357667,-0.558388,0.008379,-0.0995308,0.200088,0.08379,-1.49296,4.00175,4,-3.4972e-15,1.5,4.272,0.475
27.45,-0.714956,-0.221023,-0.357113,-0.558978,0.00847857,-0.0995196,0.20009,0.0847857,-1.49279,4.0018,4,-4.05231e-15,1.5,4.272,0.475
27.46,-0.714564,-0.221689,-0.35656,-0.559568,0.00857813,-0.0995082,0.200092,0.0857813,-1.49262,4.00184,4,-3.16414e-15,1.5,4.272,0.475
27.47,-0.714172,-0.222355,-0.356007,-0.560157,0.00867768,-0.0994967,0.200094,0.0867768,-1.49245,4.00188,4,-4.21885e-15,1.5,4.272,0.475
27.48,-0.713778,-0.223021,-0.355453,-0.560745,0.00877721,-0.0994851,0.200096,0.0877721,-1.49228,4.00193,4,-4.44089e-15,1.5,4.272,0.475
